Order Number,Plant Code,GL Exp Code,Part Number,Description part,Customer,Customer Type,Qty Ordered,Qty Shipped,Date Required,Date Shipped,Week Number,Month,% Filled, Status,%OTIF,Cause Description,Notes
1380952,10,FC8,295100000,LAV 295 1H AVA DROP IN WHT,LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,7/5/2023,6/20/2023,Week 25,June,1,ON TIME,,,
1380984,10,FC8,595010000,LAV 595 UM AVA WHT,MCKENZIE SUPPLY CO,WHOLESALE,2,2,7/3/2023,6/20/2023,Week 25,June,1,ON TIME,,,
1380999,10,FC8,595010000,LAV 595 UM AVA WHT,CAROLINA PLUMBING SUPPLY,WHOLESALE,2,2,7/3/2023,6/20/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,249410070,"LAV 249 4"" WHT","KEMPER, RICHARD INC.",WHOLESALE,20,20,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT","KEMPER, RICHARD INC.",WHOLESALE,24,24,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,191760000,"LAV 1917C 4"" WHT","KEMPER, RICHARD INC.",WHOLESALE,3,3,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,153010000,TANK 153 LH QTM 1.0GPF WHT,"KEMPER, RICHARD INC.",WHOLESALE,7,7,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,130010007,BOWL 130 RD WHT,"KEMPER, RICHARD INC.",WHOLESALE,54,54,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,160010007,TANK 160 WHT,"KEMPER, RICHARD INC.",WHOLESALE,216,216,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,131910070,"BOWL 131 RD 10"" WHT","KEMPER, RICHARD INC.",WHOLESALE,6,6,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,137210040,BOWL 137 EL ADA WHT,"KEMPER, RICHARD INC.",WHOLESALE,54,54,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,013810000,"BOWL 138 EL 10"" WHT","KEMPER, RICHARD INC.",WHOLESALE,6,6,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,131900002,BOWL 1319 ADRIATIC EL ADA WHT,"KEMPER, RICHARD INC.",WHOLESALE,3,3,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1379248,10,FC1,047510050,URINAL 475HE 0.5 GPF WH,"KEMPER, RICHARD INC.",WHOLESALE,12,12,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380352,10,FC1,L51300017,CTK LWS ALTO RD WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,240,240,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380352,10,FC1,L51350017,CTK LWS ALTO EL WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,144,144,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,130010007,BOWL 130 RD WHT,MCKENZIE SUPPLY CO,WHOLESALE,18,18,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,137210040,BOWL 137 EL ADA WHT,MCKENZIE SUPPLY CO,WHOLESALE,36,36,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,160010007,TANK 160 WHT,MCKENZIE SUPPLY CO,WHOLESALE,60,60,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC8,401010055,URINAL 401HE .5 GPF WH ADAM,MCKENZIE SUPPLY CO,WHOLESALE,3,3,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,013910000,"BOWL 139NS EL ADA 10"" WHT",MCKENZIE SUPPLY CO,WHOLESALE,2,2,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,160010007,TANK 160 WHT,MCKENZIE SUPPLY CO,WHOLESALE,46,46,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,130010007,BOWL 130 RD WHT,MCKENZIE SUPPLY CO,WHOLESALE,10,10,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,131110001,BOWL 1311 BALTIC EL WHT,MCKENZIE SUPPLY CO,WHOLESALE,6,6,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,131900002,BOWL 1319 ADRIATIC EL ADA WHT,MCKENZIE SUPPLY CO,WHOLESALE,6,6,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT",MCKENZIE SUPPLY CO,WHOLESALE,2,2,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,191760000,"LAV 1917C 4"" WHT",MCKENZIE SUPPLY CO,WHOLESALE,4,4,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,386010000,TANK 386 WHT,MCKENZIE SUPPLY CO,WHOLESALE,10,10,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380415,10,FC1,384010000,BOWL 384 ADA WHT,MCKENZIE SUPPLY CO,WHOLESALE,10,10,6/21/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,130010507,BOWL 130 RD BONE,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,016010040,TANK 160 RH WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,2,2,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,160010037,TANK 180 WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,30,30,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,123010000,TANK 123 LH QUANTUM WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,2,2,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,386010000,TANK 386 WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,13,13,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,384010000,BOWL 384 ADA WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,8,8,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",FAMOUS SUPPLY CO AKRON,WHOLESALE,16,16,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380472,10,FC1,237110000,LAV 237 1H WHT MS OVAL 20X17,FAMOUS SUPPLY CO AKRON,WHOLESALE,3,3,6/22/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380507,10,FC1,L51300017,CTK LWS ALTO RD WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,150,150,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380507,10,FC1,L51350017,CTK LWS ALTO EL WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,208,208,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380508,10,FC1,L51300017,CTK LWS ALTO RD WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,170,170,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380508,10,FC1,L51350017,CTK LWS ALTO EL WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,144,144,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380550,10,FC1,135010007,BOWL 135 EL WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,87,87,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380550,10,FC1,273010070,PEDESTAL 273 WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,10,10,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380550,10,FC1,272410070,"LAV 272 4"" WHT",FAMOUS SUPPLY CO AKRON,WHOLESALE,13,13,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380550,10,FC8,329010040,PEDESTAL 329 WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380550,10,FC8,328410000,"LAV 328 4"" WHT",FAMOUS SUPPLY CO AKRON,WHOLESALE,4,4,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380550,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",FAMOUS SUPPLY CO AKRON,WHOLESALE,46,46,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380550,10,FC1,317310000,TANK 3173 CTL WHT 1.28,FAMOUS SUPPLY CO AKRON,WHOLESALE,89,89,6/23/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380747,10,FC1,L51350017,CTK LWS ALTO EL WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,200,200,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380765,10,FC1,038410087,CTK SUMMIT 384 ADA WHT 1.28,HUBBARD PIPE & SUPPLY,WHOLESALE,1,1,7/5/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,160010007,TANK 160 WHT,HAJOCA CORPORATION,WHOLESALE,144,144,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,130010007,BOWL 130 RD WHT,HAJOCA CORPORATION,WHOLESALE,54,54,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,131910070,"BOWL 131 RD 10"" WHT",HAJOCA CORPORATION,WHOLESALE,4,4,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,137210040,BOWL 137 EL ADA WHT,HAJOCA CORPORATION,WHOLESALE,54,54,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",HAJOCA CORPORATION,WHOLESALE,6,6,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT",HAJOCA CORPORATION,WHOLESALE,18,18,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,380010000,BOWL 380 RD WHT,HAJOCA CORPORATION,WHOLESALE,2,2,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,135010007,BOWL 135 EL WHT,HAJOCA CORPORATION,WHOLESALE,18,18,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,386010000,TANK 386 WHT,HAJOCA CORPORATION,WHOLESALE,4,4,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,384010000,BOWL 384 ADA WHT,HAJOCA CORPORATION,WHOLESALE,3,3,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC1,123010000,TANK 123 LH QUANTUM WHT,HAJOCA CORPORATION,WHOLESALE,3,3,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380774,10,FC8,148010000,BOWL 148 EL ADA WHT,HAJOCA CORPORATION,WHOLESALE,3,3,6/28/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,201810001,LAV 2018HB-NS 1-HOLE WHT,FIRST SUPPLY LLC,WHOLESALE,5,5,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,011710510,"BOWL 117 RF 16-1/2"" HT BONE",FIRST SUPPLY LLC,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",FIRST SUPPLY LLC,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,123010040,TANK 123 RH QUANTUM WHT,FIRST SUPPLY LLC,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,123010000,TANK 123 LH QUANTUM WHT,FIRST SUPPLY LLC,WHOLESALE,6,6,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,130010007,BOWL 130 RD WHT,FIRST SUPPLY LLC,WHOLESALE,8,8,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,013810000,"BOWL 138 EL 10"" WHT",FIRST SUPPLY LLC,WHOLESALE,5,5,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC8,148010000,BOWL 148 EL ADA WHT,FIRST SUPPLY LLC,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,160014307,TANK 160 BISC,FIRST SUPPLY LLC,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,160010507,TANK 160 BONE,FIRST SUPPLY LLC,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,160010007,TANK 160 WHT,FIRST SUPPLY LLC,WHOLESALE,80,80,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,161310001,"LAV 1613NS 4"" WHT",FIRST SUPPLY LLC,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,160010017,TANK 170 LINED WHT,FIRST SUPPLY LLC,WHOLESALE,22,22,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,191760000,"LAV 1917C 4"" WHT",FIRST SUPPLY LLC,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,202110001,"LAV 2018HB-NS 4"" WHT",FIRST SUPPLY LLC,WHOLESALE,12,12,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,273010070,PEDESTAL 273 WHT,FIRST SUPPLY LLC,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC8,329010040,PEDESTAL 329 WHT,FIRST SUPPLY LLC,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,384010000,BOWL 384 ADA WHT,FIRST SUPPLY LLC,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,386010000,TANK 386 WHT,FIRST SUPPLY LLC,WHOLESALE,4,4,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",FIRST SUPPLY LLC,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,FIRST SUPPLY LLC,WHOLESALE,4,4,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,047510050,URINAL 475HE 0.5 GPF WH,FIRST SUPPLY LLC,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,000125000,LID 119/123/125/153 WHT,FIRST SUPPLY LLC,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380829,10,FC1,137210040,BOWL 137 EL ADA WHT,FIRST SUPPLY LLC,WHOLESALE,80,80,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,003860000,LID 386 WHT,CENTRAL STATE SUP CORP,WHOLESALE,1,1,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,130010007,BOWL 130 RD WHT,CENTRAL STATE SUP CORP,WHOLESALE,18,18,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,131910070,"BOWL 131 RD 10"" WHT",CENTRAL STATE SUP CORP,WHOLESALE,2,2,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,135010007,BOWL 135 EL WHT,CENTRAL STATE SUP CORP,WHOLESALE,36,36,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,137210040,BOWL 137 EL ADA WHT,CENTRAL STATE SUP CORP,WHOLESALE,72,72,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,160010007,TANK 160 WHT,CENTRAL STATE SUP CORP,WHOLESALE,120,120,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",CENTRAL STATE SUP CORP,WHOLESALE,48,48,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,384010000,BOWL 384 ADA WHT,CENTRAL STATE SUP CORP,WHOLESALE,10,10,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380849,10,FC1,386010000,TANK 386 WHT,CENTRAL STATE SUP CORP,WHOLESALE,50,50,6/29/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380885,10,FC1,388010500,"BOWL 388 RF 16 3/4"" HT BONE",KEIDEL SUPPLY CO,WHOLESALE,1,1,6/30/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380887,10,FC1,135010007,BOWL 135 EL WHT,HAJOCA CORPORATION,WHOLESALE,1,1,6/30/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380887,10,FC1,137210040,BOWL 137 EL ADA WHT,HAJOCA CORPORATION,WHOLESALE,3,3,6/30/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380887,10,FC1,160010007,TANK 160 WHT,HAJOCA CORPORATION,WHOLESALE,3,3,6/30/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380889,10,RC1,007473743,SEAT CTK RD-3700 SLOW CLS BISC,MANSFIELD WARRANTY PARTS,WHOLESALE,1,1,6/30/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380897,10,FC8,595010000,LAV 595 UM AVA WHT,WINNELSON ALBUQUERQUE 410,WHOLESALE,1,1,6/30/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380912,10,FC1,000125000,LID 119/123/125/153 WHT,WALKER R J COMPANY,WHOLESALE,6,6,6/30/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380927,10,FC1,011710017,CTK PRO-FIT 4 RF ADA WHT,ACE HARDWARE CORP,RETAIL,10,10,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380927,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,4,4,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380927,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",ACE HARDWARE CORP,RETAIL,28,28,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380927,10,FC1,041350017,CTK PRO-FIT 2 EL WHT 1.28,ACE HARDWARE CORP,RETAIL,10,10,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380928,10,FC1,013010017,CTK PRO-FIT 1 RD WHT,ACE HARDWARE CORP,RETAIL,20,20,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380928,10,FC1,013510017,CTK PRO-FIT 2 EL WHT,ACE HARDWARE CORP,RETAIL,10,10,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380928,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,16,16,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380928,10,FC1,039160017,CTK DENALI 3916 EL ADA 1.6 WHT,ACE HARDWARE CORP,RETAIL,10,10,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380928,10,FC1,041300017,CTK PRO-FIT 1 RD WHT 1.28,ACE HARDWARE CORP,RETAIL,20,20,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380928,10,FC1,043840017,CTK SUMMIT 384 DUALFLS SMHT WH,ACE HARDWARE CORP,RETAIL,2,2,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380930,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,3,3,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380930,10,FC1,039160017,CTK DENALI 3916 EL ADA 1.6 WHT,ACE HARDWARE CORP,RETAIL,1,1,6/26/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380933,10,FC1,K27240000,KIT PED LAV WEST HAMPTON 4 WHT,LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,7/5/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380933,10,FC8,295410000,"LAV 295 4"" AVA DROP IN WHT",LOWE'S COMPANIES INC,RETAIL-LOWES,2,2,7/5/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380937,10,FC8,268100000,LAV 268 1H WHT,LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,7/5/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",WSS - RICHMOND RDC 942,WHOLESALE,8,8,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,130010007,BOWL 130 RD WHT,WSS - RICHMOND RDC 942,WHOLESALE,180,180,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,135010007,BOWL 135 EL WHT,WSS - RICHMOND RDC 942,WHOLESALE,234,234,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,137210040,BOWL 137 EL ADA WHT,WSS - RICHMOND RDC 942,WHOLESALE,90,90,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,160010007,TANK 160 WHT,WSS - RICHMOND RDC 942,WHOLESALE,72,72,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,173000000,TANK 173 WHT,WSS - RICHMOND RDC 942,WHOLESALE,144,144,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,191760000,"LAV 1917C 4"" WHT",WSS - RICHMOND RDC 942,WHOLESALE,3,3,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,317310000,TANK 3173 CTL WHT 1.28,WSS - RICHMOND RDC 942,WHOLESALE,180,180,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,FC1,338610007,TANK 3386 SUMMIT DUAL WHT,WSS - RICHMOND RDC 942,WHOLESALE,12,12,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380942,10,RC1,007470700,SEAT SB700 EL SMART CL WHT,WSS - RICHMOND RDC 942,WHOLESALE,18,18,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380948,10,FC9,071010017,CTK BROADWAY 710 EL ADA 128 WH,LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,7/5/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380963,10,FC8,038160040,TANK 3816RH CASCADE WHT 1.28,CENTRAL SUP CO INDY,WHOLESALE,2,2,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,125010000,TANK 125 WHT,HAJOCA CORPORATION,WHOLESALE,3,3,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,131910070,"BOWL 131 RD 10"" WHT",HAJOCA CORPORATION,WHOLESALE,3,3,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,135010007,BOWL 135 EL WHT,HAJOCA CORPORATION,WHOLESALE,36,36,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,137210040,BOWL 137 EL ADA WHT,HAJOCA CORPORATION,WHOLESALE,36,36,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,160010007,TANK 160 WHT,HAJOCA CORPORATION,WHOLESALE,36,36,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,273010070,PEDESTAL 273 WHT,HAJOCA CORPORATION,WHOLESALE,24,24,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,290810070,"LAV 292 8"" WHT",HAJOCA CORPORATION,WHOLESALE,1,1,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC8,328410000,"LAV 328 4"" WHT",HAJOCA CORPORATION,WHOLESALE,20,20,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC8,329010040,PEDESTAL 329 WHT,HAJOCA CORPORATION,WHOLESALE,20,20,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380964,10,FC1,317310000,TANK 3173 CTL WHT 1.28,HAJOCA CORPORATION,WHOLESALE,72,72,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380974,10,FC1,000600000,LID 160 WHT,HAJOCA CORPORATION,WHOLESALE,2,2,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,130010007,BOWL 130 RD WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,54,54,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,130010507,BOWL 130 RD BONE,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,2,2,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,135010007,BOWL 135 EL WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,378,378,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,135010507,BOWL 135 EL BONE,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,1,1,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,160010537,TANK 180 BONE,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,2,2,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,146010000,BOWL 146 RD WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,1,1,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,123010000,TANK 123 LH QUANTUM WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,1,1,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,173000000,TANK 173 WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,108,108,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,384010000,BOWL 384 ADA WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,18,18,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,038010017,CTK SUMMIT 380 RF WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,1,1,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,038610040,TANK 386 RH WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,1,1,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,290410070,"LAV 292 4"" WHT",SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,18,18,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
1380993,10,FC1,290010070,PEDESTAL 293 WHT,SOMERVILLE CO THOMAS CDC-U MAR,WHOLESALE,15,15,7/3/2023,6/21/2023,Week 25,June,1,ON TIME,,,
